1784487170,4760.260,4760.055,4760.257,4760.268,4760.241,4760.264,4760.248,4760.249,4760.252,4760.271,4757.625,4760.252,
1784487175,4671.401,4671.474,4671.464,4671.468,4671.486,4671.459,4671.482,4671.486,4671.243,4670.322,4671.471,4676.653,
1784487180,4653.045,4653.002,4653.061,4653.043,4653.079,4653.036,4653.045,4653.067,4653.070,4653.059,4653.050,4653.082,
1784487185,2706.912,4684.195,4684.192,4782.615,4782.621,4782.602,4622.099,4776.876,4781.433,4782.504,4785.961,4782.592,
1784487190,4665.711,4665.788,4665.693,4665.709,4665.699,4665.698,4665.698,4665.702,4665.704,4665.698,4665.689,4665.688,
1784487195,4649.900,4649.889,4649.871,4649.887,4649.881,4649.857,4649.885,4649.888,4649.697,4646.342,4649.881,4649.874,
1784487200,1600.000,4833.249,4833.261,4833.269,4833.260,2150.479,1934.138,1600.000,4833.532,1600.000,4835.705,2148.032,
1784487205,1600.000,4841.006,4841.012,4840.993,4841.014,1600.000,1600.000,1600.000,4836.671,4839.879,2200.000,1941.427,
1784487210,1950.140,4841.000,4841.009,4841.000,4841.014,1936.062,1600.000,2200.000,4840.912,2200.000,2200.000,1936.312,
1784487215,2151.432,4840.974,4840.973,4840.976,4840.985,1600.000,2151.269,1600.000,4863.057,1600.000,4840.498,2151.414,
1784487220,2151.648,4841.009,4841.006,4841.008,4841.002,1938.910,2150.551,1600.000,4840.644,1600.000,4848.585,1935.498,
1784487225,1935.361,4838.422,4838.426,4838.415,4838.412,1600.000,2157.669,1600.000,4841.793,1600.000,4839.024,1935.879,
1784487230,1935.801,4838.413,4838.430,4838.420,4838.424,1600.000,1934.258,4849.277,4839.900,4840.862,1600.000,1600.000,
1784487235,2140.401,4816.040,4816.031,4816.048,4816.052,2139.687,2139.342,4816.228,4815.983,4806.592,4815.099,2140.342,
1784487240,1936.292,4840.999,4838.431,4838.426,4838.436,2151.260,1973.982,4448.052,4838.968,4833.515,4845.298,2121.058,
1784487245,4815.005,4815.979,4815.967,4815.968,4815.961,4790.491,4815.955,4813.703,4815.267,4815.971,4804.710,4741.919,
1784487250,2151.218,4838.392,4838.395,4838.403,4838.388,1934.840,2150.718,4839.032,4853.273,4840.400,4837.728,4452.254,
1784487255,1936.337,4841.006,4841.014,4841.011,4841.000,1600.000,2051.640,4832.051,4856.625,1600.000,1600.000,1989.329,
1784487260,1600.000,4838.448,4838.444,4845.886,4845.885,2152.519,2904.737,4860.084,4864.356,4844.942,1600.000,1939.594,
1784487265,1936.084,4841.001,4841.006,4841.011,4841.010,1600.000,2061.739,4839.507,4848.026,4864.251,4829.664,1600.000,
1784487270,2150.885,4849.095,4849.092,4833.423,4833.430,2151.402,2200.000,4350.000,4841.833,4848.650,4857.931,2152.825,
1784487275,1936.313,4841.002,4840.992,4840.994,4840.988,1936.297,1600.000,1600.000,4839.649,4840.979,1600.000,1936.196,
1784487280,1936.407,4840.997,4840.988,4840.994,4840.991,1935.962,1936.030,4829.948,4841.612,4840.749,4838.175,1934.079,
1784487285,1926.593,4813.543,4813.535,4813.526,4813.527,2141.213,1926.987,4814.930,4813.158,4815.503,4814.153,2139.334,
1784487290,4481.095,4840.993,4841.004,4840.997,4840.995,1600.000,4845.919,4840.087,4840.926,4839.583,4839.882,1935.748,
1784487295,4816.017,4816.032,4816.024,4816.027,4816.025,2140.456,4815.959,4813.483,4816.016,4815.762,4815.958,2140.422,
1784487300,4785.128,4798.659,4798.638,4798.637,4798.653,4068.577,4590.325,4793.952,4814.124,4799.799,4798.646,4613.563,
1784487305,4813.529,4813.534,4813.523,4813.526,4816.050,1926.356,4816.149,4816.048,4814.204,1600.000,1600.000,1926.326,
1784487310,1926.209,4805.145,4805.158,4805.152,4805.141,4805.144,1924.997,4814.286,4812.268,4790.152,4815.139,4815.891,
1784487315,1919.235,4797.101,4797.095,4797.103,4797.145,4797.093,1925.312,4815.102,4815.827,4786.138,1600.000,4788.785,
1784487320,4759.706,4759.712,4759.695,4759.701,4759.735,4710.855,4710.839,4738.587,4710.850,4710.851,4657.046,4710.810,
1784487325,4748.397,4748.692,4748.623,4748.625,4748.608,4743.729,4748.607,4745.335,4740.354,4753.859,4748.615,4748.777,
1784487330,4637.373,4637.520,4637.386,4637.377,4637.350,4637.430,4637.387,4637.377,4637.570,4637.374,4637.381,4637.370,
