1784478838,1960.819,4839.774,4839.779,4839.767,4839.773,2115.855,1951.242,4841.693,4840.886,4842.998,4838.681,2086.556,
1784478843,2160.938,4850.104,4850.114,4850.114,4850.111,1937.333,2153.629,4863.053,1600.000,1600.000,1600.000,1600.000,
1784478848,1935.638,4838.439,4841.324,4841.334,4841.328,1955.196,1936.988,4841.165,1600.000,2200.000,4841.891,1936.605,
1784478853,1687.380,4840.785,4840.772,4840.781,4840.786,2189.282,1944.355,3871.361,4829.768,4864.863,4846.236,2127.363,
1784478858,1935.801,4838.438,4838.454,4838.452,4838.441,1600.000,1936.506,1600.000,4867.209,1600.000,1600.000,1600.000,
1784478863,1600.000,4841.010,4840.995,4838.340,4838.341,1936.351,1936.503,4840.479,4840.229,4840.167,4841.123,1936.105,
1784478868,2084.618,4841.004,4841.006,4840.996,4841.020,2154.442,1936.541,4839.323,4842.139,4840.279,4841.869,2151.492,
1784478873,2023.162,4840.967,4840.974,4840.989,4840.978,1936.357,2084.284,4842.219,4838.254,4840.294,4840.754,1936.389,
1784478878,1936.043,4840.990,4840.975,4840.979,4840.979,1899.632,1935.122,4840.601,4840.383,1600.000,4840.755,2141.275,
1784478883,2150.203,4841.003,4841.000,4841.012,4841.000,2035.620,1976.381,4834.818,4839.529,4838.657,4840.662,2540.477,
1784478888,1946.057,4847.180,4847.193,4847.181,4847.187,2010.564,1940.818,4858.871,4834.850,4846.467,4843.412,1965.004,
1784478893,2081.230,4839.224,4839.212,4839.278,4839.214,2139.362,1918.187,4843.259,4839.302,4839.658,4844.278,1945.602,
1784478898,1935.259,4841.008,4840.992,4841.008,4840.988,1936.662,1960.917,4843.588,4841.300,4840.480,4812.934,2143.225,
1784478903,1938.111,4843.736,4843.734,4843.746,4843.739,1946.113,1942.180,4841.237,4855.693,4839.593,4850.208,2160.432,
1784478908,1935.919,4845.949,4845.961,4840.151,4840.149,1935.511,1959.236,4845.833,4840.200,4861.352,4839.107,2000.136,
1784478913,1935.848,4841.010,4841.004,4841.004,4841.018,1600.000,1951.354,4841.109,4839.680,4861.120,4824.479,1936.253,
1784478918,1949.822,4838.431,4838.430,4838.434,4838.425,2200.000,1600.000,1600.000,4864.647,1600.000,1600.000,2151.337,
1784478923,2052.281,4838.456,4838.468,4838.455,4838.459,1936.014,1600.000,1600.000,4849.018,1600.000,1600.000,1935.203,
1784478928,2150.695,4835.390,4835.402,4835.397,4835.391,4350.000,2126.071,4840.513,2200.000,4856.993,4840.136,4454.997,
